ID,Airport,City,Country
10480,Jacksonville Station,Jacksonville,United States
10481,Union Station,Ocala,United States
10482,Lakeland Amtrak,Lakeland,United States
10483,Winter Haven Amtrak Station,Winter Haven,United States
10484,Sebring Station,Sebring,United States
10485,Okeechobee Amtrak Station,Okeechobee,United States
10486,West Palm Beach Station,West Palm Beach,United States
10487,Boynton Beach Station,Boynton Beach,United States
10488,Sturtevant Amtrak Station,Sturtevant,United States
10489,Battersea Park Railway Station,London,United Kingdom
10490,Clapham Junction Railway Station,London,United Kingdom
10491,Wandsworth Common Railway Station,London,United Kingdom
10492,Balham Station,London,United Kingdom
10493,Streatham Common Railway Station,London,United Kingdom
10494,Norbury Railway Station,Croydon,United Kingdom
10495,Thornton Heath Railway Station,Croydon,United Kingdom
10496,Selhurst Railway Station,Croydon,United Kingdom
10497,East Croydon Station,Croydon,United Kingdom
10498,South Croydon Railway Station,Croydon,United Kingdom
10499,Purley Oaks Railway Station,Croydon,United Kingdom
10500,Purley Railway Station,Croydon,United Kingdom
10501,Coulsdon South Railway Station,Croydon,United Kingdom
10502,Merstham Railway Station,Merstham,United Kingdom
10503,Redhill Railway Station,Redhill,United Kingdom
10504,Earlswood Railway Station,Earlswood,United Kingdom
10505,Salfords Railway Station,Salfords,United Kingdom
10506,Horley Railway Station,Horley,United Kingdom
10507,Gatwick Airport Railway Station,Crawley,United Kingdom
10508,Acton Main Line Railway Station,London,United Kingdom
10509,Heathrow Central Railway Station,Hillingdon,United Kingdom
10510,Aeroport Charles de Gaulle 2 TGV,Tremblay-en-France,France
10511,Orlyval Sud Station,Orly,France
10512,Glasgow Airport Railway Station,Glasgow,United Kingdom
10513,Brussels Airport Zaventem Railway Station,Brussels,Belgium
10514,Airport - Rodalies de Catalunya,El Prat,Spain
10515,Aeroporto Railway Station,Malpensa,Italy
10516,Aeroporto Railway Station,Fiumicino,Italy
10517,Zurich Airport Railway Station,Kloten,Switzerland
10518,Airport Terminal Station,Freising,Germany
10519,Flughafen Wien Railway Station,Schwechat,Austria
10520,Nyugati Railway Terminal,Budapest,Hungary
10521,Ferihegy Railway Station,Ferihegy,Hungary
10522,Flughafen U-Bahn,Nuremberg,Germany
10523,Airport Regional Station,Frankfurt,Germany
10524,Dusseldorf Airport Station,Dusseldorf,Germany
10525,Hamburg Airport Station,Fuhlsbuttel,Germany
10526,Kastrup Airport Station,Kastrup,Denmark
10527,Schonefeld Flughafen Station,Schonefeld,Germany
10528,Brandenburg Airport Railway Station,Schonefeld,Germany
10529,Loughborough Station,Loughborough,United Kingdom
10530,Castaway Cay,Castaway Cay,Bahamas
10531,Station van Leuven,Leuven,Belgium
10532,Hineno Station,Izumisano,Japan
10533,Mikunigaoka Station,Sakai-ku,Japan
10534,Tennoji Station,Osaka,Japan
10535,Shin-Imamiya Station,Osaka,Japan
10536,Imamiya Station,Osaka,Japan
10537,Taisho Station,Osaka,Japan
10538,Bentencho Station,Osaka,Japan
10539,Nishikujo Station,Osaka,Japan
10540,Osaka Station,Osaka,Japan
10541,Yokohama Station,Yokohama,Japan
10542,Shinagawa Station,Tokyo,Japan
10543,Kawasaki Station,Kawasaki,Japan
10544,Guarapari Airport,Guarapari,Brazil
10545,Ubatuba Airport,Ubatuba,Brazil
10546,Port of Algeciras,Algeciras,Spain
10547,Keiseinarita Station,Narita,Japan
10548,Narita Station,Narita,Japan
10549,Shisui Station,Shisui,Japan
10550,Sakura Station Chiba,Sakura,Japan
10551,Yotsukaido Station,Yotsukaido,Japan
10552,Chiba Station,Chiba,Japan
10553,Tsudanuma Station,Narashino,Japan
10554,Nishi-Funabashi Station,Funabashi,Japan
10555,Ichikawa Station,Ichikawa,Japan
10556,Kameido Station,Tokyo,Japan
10557,Narita Airport Terminal 2 Station,Narita,Japan
10558,Haneda Airport International Terminal Station,Tokyo,Japan
10559,Haneda Airport Terminal 2 Station,Tokyo,Japan
10560,Haneda Airport Terminal 1 Station,Tokyo,Japan
10561,Kansai Airport Station,Tajiri,Japan
10562,Incheon International Airport Station,Incheon,South Korea
10563,Gimpo International Airport Station,Seoul,South Korea
10564,Hong Kong International Airport Station,Hong Kong,Hong Kong
10565,Hong Kong Boundary Crossing Facilities,Hong Kong,Hong Kong
10566,Dulles International Airport Station,Chantilly,United States
10567,Airport MBTA Station,East Boston,United States
10568,Reagan National Airport Station,Arlington,United States
10569,King Street-Old Town Station,Arlington,United States
10570,Airport MARTA Station,Atlanta,United States
10571,Peachtree Center MARTA Station,Atlanta,United States
10572,Lenox MARTA Station,Atlanta,United States
10573,Seattle Center Monorail,Seattle,United States
10574,Westlake Center Monorail,Seattle,United States
10575,WSF Terminal Pier 52,Seattle,United States
10576,Court Square,New York,United States
10577,Chambers Street - World Trade Center - Park Place,New York,United States
10578,Secaucus Junction,Secaucus,United States
10579,Prospect Ave. BMT 4th Ave. Line,New York,United States
10580,Union Passenger Terminal,New Orleans,United States
10581,Canal at Carondelet Streetcar Stop,New Orleans,United States
10582,St. Charles at Lee Circle Streetcar Stop,New Orleans,United States
10583,St. Charles at Louisiana Streetcar Stop,New Orleans,United States
10584,St. Charles at Jefferson Streetcar Stop,New Orleans,United States
10585,St. Charles at S. Carrollton Streetcar Stop,New Orleans,United States
10586,S. Carrollton at S. Claiborne Streetcar Stop,New Orleans,United States
10587,Union Station,Indianapolis,United States
10588,Albion Amtrak Station,Albion,United States
10589,Racine North Shore Station,Racine,United States
10590,La Crosse Amtrak Station,La Crosse,United States
10591,Wisconsin Dells Amtrak Station,Wisconsin Dells,United States
10592,Portage Amtrak Station,Portage,United States
10593,Richland Center Station,Richland Center,United States
10594,SFO BART Station,Millbrae,United States
10595,Embarcadero Station,San Francisco,United States
10596,San Bruno BART Station,San Bruno,United States
10597,Ashby BART Station,Berkeley,United States
10598,Blake Knolls,Blake Knolls,United States
10599,Aeropuerto T4 Madrid Metro,Madrid,Spain
10600,Barajas Station Madrid Metro,Barajas,Spain
10601,St. Polten Hauptbahnhof,St. Polten,Austria
10602,Bahnhof Amstetten,Amstetten,Austria
10603,Linz Hauptbahnhof,Linz,Austria
10604,Wels Hauptbahnhof,Wels,Austria
10605,Bahnhof Attnang-Puchheim,Attnang-Puchheim,Austria
10606,Innsbruck Hauptbahnhof,Innsbruck,Austria
10607,Bahnhof Bludenz,Bludenz,Austria
10608,Bahnhof Feldkirch,Feldkirch,Austria
10609,Buchs SG Bahnhof,Buchs SG,Switzerland
10610,Bahnhof Sargans,Sargans,Switzerland
10611,Ali Air Base,Nasiriyah,Iraq
10612,Yangcheng Lake Railway Station,Kunshan,China
10613,Huaqiao Railway Station,Kunshan,China
10614,Anting North Railway Station,Jiading,China
10615,Nanxiang North Railway Station,Jiading,China
10616,Shanghai West Railway Station,Shanghai,China
10617,Ota Air Base,Ota,Portugal
10618,Borroloola Airport,Borroloola,Australia
10619,Songjiang South Railway Station,Shanghai,China
10620,Jinshan North Railway Station,Jinshan,China
10621,Jiashan South Railway Station,Jiashan,China
10622,Jiaxing South Railway Station,Jiaxing,China
10623,Tongxiang Railway Station,Tongxiang,China
10624,Haining West Railway Station,Haining,China
10625,Yuhang Railway Station,Hangzhou,China
10626,Hangzhou South Railway Station,Hangzhou,China
10627,Suvarnabhumi Station,Bangkok,Thailand
10628,Lat Krabang Station,Bangkok,Thailand
10629,Ban Thap Chang Station,Bangkok,Thailand
10630,Hua Mak Station,Bangkok,Thailand
10631,Ramkhamhaeng Station,Bangkok,Thailand
10632,City Air Terminal,Bangkok,Thailand
10633,Ratchaprarop Station,Bangkok,Thailand
10634,Tambo Int'l. Airport Gautrain Station,Kempton Park,South Africa
10635,Rhodesfield Gautrain Station,Kempton Park,South Africa
10636,Sandton Gautrain Station,Johannesburg,South Africa
10637,Rosebank Gautrain Station,Johannesburg,South Africa
10638,Sydney International Airport Station,Mascot,Australia
10639,Sydney Domestic Airport Station,Mascot,Australia
10640,Mascot Railway Station,Mascot,Australia
10641,Green Square Railway Station,Green Square,Australia
10642,Mangonia Park Station,Mangonia Park,United States
10643,Lake Worth Station,Lake Worth,United States
10644,Delray Beach Station,Delray Beach,United States
10645,Boca Raton Station,Boca Raton,United States
10646,New London Union Station,New London,United States
10647,Howrah Junction Railway Station,Howrah,India
10648,Asansol Railway Station,Asansol,India
10649,Mughalsarai Junction Railway Station,Mughalsarai,India
10650,Allahabad Junction Railway Station,Allahabad,India
10651,Delhi Airport Metro Station,Delhi,India
10652,Delhi Aerocity Metro Station,Delhi,India
10653,Dhaula Kuan Metro Station,Delhi,India
10654,Shivaji Stadium Metro Station,Delhi,India
10655,Santacruz Railway Station,Mumbai,India
10656,Airport Road Metro Station,Mumbai,India
10657,Andheri Railway Station,Mumbai,India
10658,Bandra Railway Station,Mumbai,India
10659,Dadar Railway Station,Mumbai,India
10660,Vadala Road Railway Station,Mumbai,India
10661,Chhatrapati Shivaji Terminus,Mumbai,India
10662,Bhabua Road Railway Station,Bhabua,India
10663,Dehri-on-Sone Railway Station,Dehri,India
10664,Koderma Railway Station,Koderma,India
10665,Parasnath Railway Station,Isri,India
10666,Dhanbad Junction Railway Station,Dhanbad,India
10667,Durgapur Railway Station,Durgapur,India
10668,Barddhaman Junction Railway Station,Barddhaman,India
10669,Hazrat Nizamuddin Railway Station,New Delhi,India
10670,Faridabad Railway Station,Faridabad,India
10671,Mathura Junction Railway Station,Mathura,India
10672,Yamuna Bridge Railway Station,Etmaddoula,India
10673,Tundla Junction Railway Station,Tundla,India
10674,Firozabad Railway Station,Firozabad,India
10675,Shikohabad Railway Station,Shikohabad,India
10676,Etawah Railway Station,Etawah,India
10677,Unnao Junction Railway Station,Unnao,India
10678,Incheon Airport Cargo Terminal Station,Incheon,South Korea
10679,Unseo Station,Incheon,South Korea
10680,Cheongna International City Station,Incheon,South Korea
10681,Geomam Station,Incheon,South Korea
10682,Gyeyang Station,Incheon,South Korea
10683,Magongnaru Station,Seoul,South Korea
10684,Digital Media City Station,Seoul,South Korea
10685,Hongik University Station,Seoul,South Korea
10686,Gongdeok Station,Seoul,South Korea
10687,Yizhuang Railway Station,Beijing,China
10688,Yongle Railway Station,Yongle,China
10689,Wuqing Railway Station,Wuqing,China
10690,Huangcun Railway Station,Beijing,China
10691,Fengtai Railway Station,Beijing,China
10692,Langfang North Railway Station,Langfang,China
10693,Dongmajuanzhen Railway Station,Wuqing,China
10694,Yangcun Railway Station,Wuqing,China
10695,Tianjin North Railway Station,Tianjin,China
10696,Aeroport Charles de Gaulle 1 RER,Tremblay-en-France,France
10697,Gare de La Plaine-Stade de France RER,Saint-Denis,France
10698,Gare du Bourget,Le Bourget,France
10699,Gare Aulnay-sous-Bois,Aulnay-sous-Bois,France
10700,Parc des Expositions RER,Villepinte,France
10701,Auckland Ferry Terminal,Auckland,New Zealand
10702,Mount Eden Railway Station,Mount Eden,New Zealand
10703,North Melbourne Railway Station,Melbourne,Australia
10704,South Kensington Railway Station,Kensington,Australia
10705,Footscray Railway Station,Footscray,Australia
10706,Middle Footscray Railway Station,Footscray,Australia
10707,West Footscray Railway Station,Footscray,Australia
10708,Tottenham Railway Station,Tottenham,Australia
10709,Albion Railway Station Melbourne,Melbourne,Australia
10710,Guangzhou East Railway Station,Guangzhou,China
10711,Shenzhen East Railway Station,Shenzhen,China
10712,Airport South Station,Guangzhou,China
10713,Airport East Station,Shenzhen,China
10714,Futian Checkpoint Station,Shenzhen,China
10715,Lok Ma Chau Station,Hong Kong,Hong Kong
10716,Lo Wu Station,Hong Kong,Hong Kong
10717,University Station MTR,Hong Kong,Hong Kong
10718,Tai Wai Station MTR,Hong Kong,Hong Kong
10719,Tung Chung Station,Hong Kong,Hong Kong
10720,Tanah Merah MRT Station,Singapore,Singapore
10721,Changi Airport MRT Station,Singapore,Singapore
10722,Cham,Cham,Germany
10723,Elsenthal Grafe Airport,Elsenthal,Germany
10724,Qingsheng Station,Qingsheng,China
10725,Humen Railway Station,Dongguan,China
10726,Guangmingcheng Station,Guangming,China
10727,Capital Intl Terminal 2 Station,Beijing,China
10728,Capital Intl Terminal 3 Station,Beijing,China
10729,Sanyuanqiao Station,Beijing,China
10730,Zhongguancun Station,Beijing,China
10731,Pudong Intl Airport Station,Shanghai,China
10732,Hangjin Road Station,Shanghai,China
10733,Xujiahui Station,Shanghai,China
10734,Hailun Road Station,Shanghai,China
10735,Binhaiguojijichang Station,Tianjin,China
10736,Songshan Airport Station,Taipei,Taiwan
10737,Kaohsiung Intl Airport Station,Kaohsiung,Taiwan
10738,Marina Bay MRT Station,Singapore,Singapore
10739,Midway CTA Station,Chicago,United States
10740,Caspian Sea,Shah Deniz,Azerbaijan
10741,Eindhoven Station,Eindhoven,Netherlands
10742,Anaheim Regional Transportation Intermodal Center,Anaheim,United States
10743,Simi Valley Train Station,Simi Valley,United States
10744,Newtownards Airport,Newtownards,United Kingdom
10745,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom
10746,Panshanger Aerodrome,Panshanger,United Kingdom
10747,Thurrock Airfield,Thurrock,United Kingdom
10748,Stapleford Aerodrome,Stapleford,United Kingdom
10749,Meppershall,Meppershall,United Kingdom
10750,HAL Airport,Bangalore,India
10751,Chichester/Goodwood Airport,Goodwood,United Kingdom
10752,Omarama Glider Airport,Omarama,New Zealand
10753,Haast Aerodrome,Haast,New Zealand
10754,Estacio Station,Rio de Janeiro,Brazil
10755,Wuzhou Avenue Station,Shanghai,China
10756,Waigaoqiao FTZ South Station,Shanghai,China
10757,Disney Resort Station,Shanghai,China
10758,Saint Paul Union Depot,St. Paul,United States
10759,Target Field Metro Transit Station,Minneapolis,United States
10760,Mall of America Metro Transit Station,Bloomington,United States
10761,Terminal 1 Lindbergh Metro Transit Station,Hennepin County,United States
10762,Terminal 2 Humphrey Metro Transit Station,Hennepin County,United States
10763,Ferno-Lonate Pozzolo Railway Station,Ferno,Italy
10764,Busto Arsizio Nord Railway Station,Busto Arsizio,Italy
10765,Saronno Railway Station,Saronno,Italy
10766,Milano Bovisa-Politecnico Railway Station,Milan,Italy
10767,Milano Lambrate Railway Station,Milan,Italy
10768,Milano Rogoredo Railway Station,Milan,Italy
10769,Reggio Emilia AV Mediopadana Railway Station,Reggio Emilia,Italy
10770,Campo di Marte Railway Station,Florence,Italy
10771,Roma Tiburtina Railway Station,Rome,Italy
10772,Gare de Rambouillet,Rambouillet,France
10773,Gare de La Verriere,La Verriere,France
10774,Gare de Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,France
10775,Gare de Versailles-Chantiers,Versailles,France
10776,Meschede-Schüren Airport,Meschede,Germany
10777,Bahnhof Zurich Oerlikon,Zurich,Switzerland
10778,Devinska Nova Ves,Bratislava,Slovakia
10779,Huangcun Railway Station,Beijing,China
10780,Lichterfelde Ost station,Berlin,Germany
10781,Wunsdorf-Waldstadt Station,Wunsdorf,Germany
10782,Doberlug-Kirchhain Station,Doberlug-Kirchhain,Germany
10783,Kopenick Station,Berlin,Germany
10784,Friedrichshagen Station,Berlin,Germany
10785,Ostkreuz Station,Berlin,Germany
10786,Treptower Park Station,Berlin,Germany
10787,Planterwald Railway Station,Berlin,Germany
10788,Adlershof Station,Berlin,Germany
10789,Storkower Strasse Station,Berlin,Germany
10790,Schonhauser Allee Station,Berlin,Germany
10791,Gov Joao Durval Carneiro Airport,Feira de Santana,Brazil
10792,Aeropuerto Jumandy,Tena,Ecuador
10793,Chitina Airport,Chitina,United States
10794,Morro da Urca Heliport,Rio de Janeiro,Brazil
10795,Neufahrn Station,Neufahrn bei Freising,Germany
10796,Oberschleissheim Station,Oberschleissheim,Germany
10797,Moosach Station,Munich,Germany
10798,Laim Station,Munich,Germany
10799,Marienplatz Station,Munich,Germany
10800,Dongji Aiport,Fuyuan,China
10801,Como San Giovanni Railway Station,Como,Italy
10802,Skúvoy Heliport,Skuvoy,Faroe Islands
10803,Stóra Dímun Heliport,Stora Dimun,Faroe Islands
10804,Frooba Heliport,Frooba,Faroe Islands
10805,Frankfurt Stadion Station,Frankfurt,Germany
10806,Frankfurt Niederrad Station,Frankfurt,Germany
10807,Expo MRT Station,Singapore,Singapore
10808,Boden Central Station,Boden,Sweden
10809,Vihanti Railway Station,Vihanti,Finland
10810,Oulainen Railway Station,Oulainen,Finland
10811,Ylivieska Railway Station,Ylivieska,Finland
10812,Kokkola Railway Station,Kokkola,Finland
10813,Seinajoki Railway Station,Seinajoki,Finland
